statusId,year
11,2007
9,2007
23,2007
5,2007
4,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
12,2007
14,2007
5,2007
6,2007
30,2007
5,2007
9,2007
4,2007
4,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
6,2007
22,2007
31,2007
27,2007
22,2007
32,2007
9,2007
4,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
5,2007
12,2007
12,2007
12,2007
12,2007
12,2007
30,2007
3,2007
6,2007
3,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
3,2007
3,2007
33,2007
6,2007
3,2007
3,2007
3,2007
6,2007
2,2007
2,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
13,2007
5,2007
34,2007
7,2007
20,2007
4,2007
4,2007
4,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
6,2007
35,2007
4,2007
4,2007
4,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
6,2007
31,2007
26,2007
3,2007
36,2007
5,2007
9,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
9,2007
31,2007
4,2007
9,2007
20,2007
20,2007
20,2007
20,2007
20,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
10,2007
3,2007
37,2007
3,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
32,2007
9,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
22,2007
3,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
11,2007
9,2007
32,2007
9,2007
38,2007
22,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
22,2007
11,2007
11,2007
39,2007
4,2007
29,2007
37,2007
40,2007
4,2007
4,2007
3,2007
4,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
12,2007
13,2007
9,2007
20,2007
20,2007
3,2007
23,2007
1,2007
1,2007
1,2007
1,2007
1,2007
1,2007
11,2007
11,2007
11,2007
11,2007
11,2007
12,2007
12,2007
13,2007
23,2007
5,2007
3,2007
9,2007
5,2007
6,2007
4,2007
4,2007
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
14,2006
26,2006
5,2006
9,2006
30,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
12,2006
12,2006
12,2006
13,2006
5,2006
8,2006
26,2006
9,2006
9,2006
9,2006
5,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
12,2006
13,2006
10,2006
26,2006
3,2006
3,2006
7,2006
3,2006
3,2006
3,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
12,2006
30,2006
20,2006
9,2006
22,2006
38,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
5,2006
5,2006
9,2006
9,2006
5,2006
6,2006
9,2006
3,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
9,2006
13,2006
14,2006
41,2006
5,2006
40,2006
20,2006
30,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
13,2006
9,2006
7,2006
3,2006
42,2006
43,2006
10,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
13,2006
13,2006
44,2006
3,2006
3,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
14,2006
3,2006
3,2006
31,2006
3,2006
26,2006
5,2006
3,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
45,2006
7,2006
5,2006
3,2006
3,2006
3,2006
3,2006
3,2006
3,2006
3,2006
3,2006
3,2006
3,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
12,2006
13,2006
39,2006
46,2006
23,2006
5,2006
26,2006
7,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
47,2006
6,2006
3,2006
5,2006
23,2006
48,2006
30,2006
3,2006
2,2006
2,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
49,2006
13,2006
13,2006
14,2006
5,2006
15,2006
30,2006
4,2006
4,2006
10,2006
20,2006
20,2006
3,2006
5,2006
2,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
6,2006
20,2006
50,2006
47,2006
20,2006
20,2006
4,2006
4,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
12,2006
23,2006
5,2006
5,2006
9,2006
30,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
13,2006
14,2006
51,2006
4,2006
63,2006
20,2006
37,2006
2,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
13,2006
38,2006
3,2006
5,2006
6,2006
30,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
1,2006
11,2006
11,2006
11,2006
11,2006
11,2006
12,2006
12,2006
3,2006
6,2006
22,2006
22,2006
4,2006
4,2006
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
12,2005
12,2005
12,2005
14,2005
3,2005
3,2005
6,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
12,2005
13,2005
14,2005
27,2005
4,2005
4,2005
20,2005
5,2005
5,2005
20,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
12,2005
22,2005
13,2005
14,2005
8,2005
23,2005
5,2005
9,2005
5,2005
10,2005
10,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
12,2005
9,2005
10,2005
30,2005
8,2005
3,2005
2,2005
2,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
46,2005
13,2005
13,2005
5,2005
29,2005
6,2005
20,2005
20,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
13,2005
15,2005
3,2005
3,2005
3,2005
9,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
3,2005
11,2005
11,2005
11,2005
11,2005
11,2005
12,2005
13,2005
20,2005
3,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
13,2005
13,2005
23,2005
3,2005
5,2005
23,2005
9,2005
22,2005
9,2005
22,2005
2,2005
1,2005
1,2005
11,2005
11,2005
12,2005
12,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
54,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
12,2005
13,2005
14,2005
14,2005
5,2005
29,2005
29,2005
9,2005
32,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
12,2005
12,2005
13,2005
14,2005
10,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
12,2005
13,2005
13,2005
13,2005
13,2005
14,2005
55,2005
9,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
11,2005
13,2005
14,2005
17,2005
45,2005
56,2005
30,2005
9,2005
3,2005
3,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
13,2005
13,2005
13,2005
31,2005
31,2005
27,2005
5,2005
27,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
12,2005
12,2005
12,2005
13,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
12,2005
13,2005
4,2005
4,2005
3,2005
5,2005
3,2005
3,2005
3,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
11,2005
11,2005
11,2005
11,2005
11,2005
12,2005
12,2005
13,2005
26,2005
58,2005
5,2005
3,2005
3,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
11,2005
12,2005
12,2005
14,2005
3,2005
3,2005
3,2005
2,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
1,2005
59,2005
60,2005
11,2005
61,2005
6,2005
3,2005
5,2005
20,2005
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
12,2004
12,2004
12,2004
13,2004
5,2004
7,2004
62,2004
7,2004
10,2004
5,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
12,2004
13,2004
14,2004
14,2004
7,2004
7,2004
5,2004
20,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
12,2004
15,2004
63,2004
5,2004
5,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
12,2004
14,2004
5,2004
30,2004
3,2004
23,2004
9,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
38,2004
23,2004
37,2004
9,2004
9,2004
20,2004
20,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
12,2004
13,2004
16,2004
6,2004
4,2004
3,2004
63,2004
6,2004
7,2004
6,2004
5,2004
4,2004
4,2004
3,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
12,2004
13,2004
13,2004
5,2004
5,2004
5,2004
4,2004
4,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
12,2004
12,2004
13,2004
14,2004
3,2004
5,2004
30,2004
6,2004
22,2004
7,2004
2,2004
2,2004
2,2004
2,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
13,2004
18,2004
5,2004
2,2004
5,2004
6,2004
6,2004
27,2004
27,2004
4,2004
4,2004
4,2004
4,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
12,2004
12,2004
13,2004
14,2004
20,2004
5,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
14,2004
20,2004
3,2004
5,2004
3,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
13,2004
14,2004
14,2004
64,2004
29,2004
65,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
12,2004
12,2004
14,2004
15,2004
6,2004
5,2004
40,2004
23,2004
10,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
5,2004
14,2004
27,2004
6,2004
4,2004
4,2004
5,2004
4,2004
4,2004
4,2004
4,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
13,2004
20,2004
3,2004
66,2004
5,2004
4,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
11,2004
11,2004
13,2004
36,2004
4,2004
7,2004
4,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
12,2004
12,2004
13,2004
20,2004
4,2004
4,2004
25,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
1,2004
11,2004
11,2004
11,2004
11,2004
12,2004
12,2004
14,2004
14,2004
4,2004
8,2004
5,2004
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
6,2003
22,2003
32,2003
22,2003
21,2003
22,2003
20,2003
3,2003
3,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
11,2003
11,2003
13,2003
14,2003
20,2003
26,2003
5,2003
32,2003
10,2003
10,2003
10,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
3,2003
11,2003
69,2003
3,2003
20,2003
3,2003
3,2003
3,2003
4,2003
22,2003
20,2003
5,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
11,2003
12,2003
15,2003
30,2003
70,2003
10,2003
71,2003
5,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
12,2003
12,2003
12,2003
12,2003
13,2003
5,2003
6,2003
22,2003
4,2003
10,2003
4,2003
72,2003
4,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
11,2003
11,2003
12,2003
69,2003
5,2003
5,2003
5,2003
22,2003
8,2003
8,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
12,2003
12,2003
14,2003
5,2003
69,2003
69,2003
9,2003
10,2003
3,2003
73,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
12,2003
14,2003
16,2003
6,2003
6,2003
6,2003
5,2003
3,2003
6,2003
5,2003
23,2003
40,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
12,2003
12,2003
12,2003
13,2003
14,2003
5,2003
6,2003
32,2003
20,2003
5,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
12,2003
12,2003
13,2003
13,2003
14,2003
5,2003
5,2003
5,2003
74,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
12,2003
12,2003
12,2003
6,2003
22,2003
5,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
12,2003
12,2003
3,2003
15,2003
5,2003
9,2003
6,2003
3,2003
3,2003
3,2003
3,2003
3,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
12,2003
13,2003
14,2003
60,2003
5,2003
5,2003
6,2003
5,2003
22,2003
9,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
11,2003
11,2003
11,2003
12,2003
12,2003
13,2003
32,2003
23,2003
44,2003
6,2003
27,2003
6,2003
9,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
12,2003
12,2003
14,2003
14,2003
5,2003
20,2003
6,2003
5,2003
5,2003
3,2003
3,2003
3,2003
4,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
1,2003
11,2003
11,2003
12,2003
12,2003
13,2003
60,2003
5,2003
5,2003
9,2003
1,2002
1,2002
1,2002
11,2002
12,2002
12,2002
13,2002
15,2002
6,2002
41,2002
2,2002
2,2002
10,2002
20,2002
4,2002
4,2002
4,2002
4,2002
4,2002
4,2002
4,2002
4,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
12,2002
13,2002
13,2002
5,2002
10,2002
9,2002
6,2002
5,2002
74,2002
5,2002
8,2002
25,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
12,2002
5,2002
13,2002
46,2002
14,2002
23,2002
5,2002
4,2002
20,2002
6,2002
22,2002
22,2002
9,2002
5,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
75,2002
30,2002
43,2002
37,2002
30,2002
6,2002
75,2002
9,2002
6,2002
10,2002
77,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
5,2002
5,2002
9,2002
43,2002
9,2002
9,2002
20,2002
9,2002
65,2002
20,2002
6,2002
78,2002
78,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
12,2002
12,2002
32,2002
5,2002
9,2002
4,2002
4,2002
5,2002
22,2002
5,2002
4,2002
37,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
12,2002
12,2002
12,2002
23,2002
3,2002
4,2002
4,2002
5,2002
26,2002
4,2002
3,2002
20,2002
3,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
5,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
6,2002
5,2002
20,2002
25,2002
23,2002
6,2002
22,2002
51,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
6,2002
9,2002
9,2002
4,2002
4,2002
3,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
36,2002
5,2002
5,2002
40,2002
30,2002
20,2002
5,2002
79,2002
8,2002
8,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
12,2002
14,2002
5,2002
65,2002
5,2002
26,2002
5,2002
5,2002
3,2002
20,2002
80,2002
81,2002
81,2002
82,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
5,2002
20,2002
23,2002
5,2002
5,2002
20,2002
6,2002
5,2002
5,2002
9,2002
9,2002
7,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
12,2002
12,2002
20,2002
20,2002
5,2002
7,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
5,2002
5,2002
22,2002
5,2002
5,2002
5,2002
20,2002
5,2002
6,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
16,2002
83,2002
5,2002
5,2002
4,2002
4,2002
22,2002
5,2002
1,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
11,2002
11,2002
12,2002
12,2002
12,2002
12,2002
5,2002
5,2002
38,2002
7,2002
1,2002
1,2002
1,2002
1,2002
1,2002
11,2002
11,2002
11,2002
11,2002
12,2002
5,2002
7,2002
5,2002
26,2002
5,2002
20,2002
26,2002
37,2002
3,2002
73,2002
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
12,2001
13,2001
10,2001
5,2001
5,2001
22,2001
4,2001
4,2001
84,2001
20,2001
23,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
12,2001
12,2001
13,2001
14,2001
32,2001
20,2001
20,2001
20,2001
20,2001
47,2001
44,2001
30,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
11,2001
11,2001
13,2001
17,2001
10,2001
20,2001
20,2001
8,2001
20,2001
4,2001
4,2001
5,2001
10,2001
9,2001
4,2001
85,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
12,2001
12,2001
12,2001
5,2001
8,2001
5,2001
5,2001
5,2001
5,2001
22,2001
38,2001
43,2001
23,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
8,2001
11,2001
11,2001
12,2001
12,2001
12,2001
13,2001
13,2001
22,2001
5,2001
23,2001
32,2001
4,2001
4,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
12,2001
12,2001
12,2001
5,2001
7,2001
9,2001
6,2001
6,2001
9,2001
2,2001
23,2001
5,2001
7,2001
6,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
12,2001
15,2001
10,2001
7,2001
6,2001
3,2001
6,2001
9,2001
6,2001
9,2001
38,2001
38,2001
20,2001
4,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
13,2001
23,2001
23,2001
5,2001
23,2001
86,2001
5,2001
3,2001
20,2001
44,2001
7,2001
4,2001
4,2001
4,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
12,2001
12,2001
12,2001
20,2001
5,2001
30,2001
20,2001
7,2001
6,2001
10,2001
10,2001
1,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
11,2001
11,2001
12,2001
12,2001
12,2001
13,2001
32,2001
5,2001
5,2001
5,2001
5,2001
5,2001
6,2001
1,2001
1,2001
1,2001
1,2001
11,2001
11,2001
11,2001
11,2001
11,2001
12,2001
12,2001
12,2001
12,2001
12,2001
12,2001
13,2001
5,2001
5,2001
22,2001
4,2001
4,2001
